school_id,school_name,city,state,school_type,rating_1_10,enrollment,latitude,longitude
SCH-01002,Park Middle School,Denver,CO,middle,6,809,39.916309,-105.234279
SCH-01003,Walnut Elementary School,Seattle,WA,elementary,8,252,47.57655,-122.551562
SCH-01004,Oak High School,Los Angeles,CA,high,8,692,33.931987,-118.524485
SCH-01005,Spring Middle School,Chicago,IL,middle,9,398,42.01253,-87.52512
SCH-01006,Cedar Elementary School,Los Angeles,CA,elementary,7,479,33.848405,-118.205564
SCH-01007,Jefferson Middle School,New York,NY,middle,7,578,40.58106,-74.03281
SCH-01008,Jefferson Elementary School,Chicago,IL,elementary,9,60,41.897438,-87.819073
SCH-01009,Ridge Elementary School,New York,NY,elementary,8,319,40.85074,-74.149112
SCH-01010,Lake Charter School,San Francisco,CA,charter,8,60,38.009995,-122.312839
SCH-01011,Elm K-12 School,New York,NY,K-12,8,836,40.868173,-73.859419
SCH-01012,Forest Middle School,Austin,TX,middle,9,649,30.401812,-97.635332
SCH-01013,Elm Elementary School,Denver,CO,elementary,6,196,39.661976,-104.662536
SCH-01014,Maple Middle School,Los Angeles,CA,middle,10,474,34.066011,-118.074785
SCH-01015,Sunrise High School,Austin,TX,high,8,857,30.045575,-97.826286
SCH-01016,Valley Middle School,Denver,CO,middle,5,597,39.513605,-105.00556
SCH-01017,Forest Elementary School,San Francisco,CA,elementary,8,643,37.55716,-122.446021
SCH-01018,Sunset High School,San Francisco,CA,high,8,805,37.827916,-122.102956
SCH-01019,Maple Middle School,Seattle,WA,middle,7,661,47.695925,-122.594977
SCH-01020,Maple Elementary School,Los Angeles,CA,elementary,8,372,34.038886,-117.922794
SCH-01021,River K-12 School,New York,NY,K-12,7,156,40.930111,-74.02644
SCH-01022,Madison Middle School,Los Angeles,CA,middle,8,756,34.239038,-118.467485
SCH-01023,Sunrise Elementary School,Denver,CO,elementary,8,523,39.522265,-104.796831
SCH-01024,Lincoln High School,Los Angeles,CA,high,6,723,34.062661,-117.976541
SCH-01025,Sunrise Charter School,Los Angeles,CA,charter,8,703,34.108451,-118.454992
SCH-01026,Walnut Elementary School,Los Angeles,CA,elementary,4,414,34.029299,-118.227438
SCH-01027,Autumn Elementary School,Los Angeles,CA,elementary,7,166,34.080881,-118.51761
SCH-01028,Elm Elementary School,Los Angeles,CA,elementary,5,763,33.909855,-118.021862
SCH-01029,Madison Elementary School,San Francisco,CA,elementary,8,813,37.752857,-122.431127
SCH-01030,Hill Elementary School,San Francisco,CA,elementary,7,950,37.572484,-122.311037
SCH-01031,Spring High School,New York,NY,high,9,717,40.896526,-73.928665
SCH-01032,Elm Elementary School,Los Angeles,CA,elementary,9,266,33.916568,-118.37308
SCH-01033,Walnut Elementary School,Seattle,WA,elementary,6,309,47.480112,-122.142261
SCH-01034,Summer High School,Austin,TX,high,7,360,30.141414,-97.844406
SCH-01035,Hill High School,Los Angeles,CA,high,6,826,33.848857,-118.061667
SCH-01036,Winter K-12 School,Chicago,IL,K-12,5,1017,41.993892,-87.850126
SCH-01037,Lincoln Elementary School,Austin,TX,elementary,10,305,30.036183,-97.860982
SCH-01038,Lake High School,Los Angeles,CA,high,6,859,33.997065,-118.375955
SCH-01039,Ridge Middle School,Austin,TX,middle,6,703,30.247246,-97.901308
SCH-01040,River High School,Miami,FL,high,5,551,25.794059,-80.288366
SCH-01041,Autumn Elementary School,San Francisco,CA,elementary,5,1004,37.933504,-122.547423
SCH-01042,Maple Middle School,New York,NY,middle,7,530,40.765343,-74.305812
SCH-01043,Ridge K-12 School,San Francisco,CA,K-12,5,127,37.722169,-122.430362
SCH-01044,Walnut Middle School,San Francisco,CA,middle,7,293,37.9869,-122.480486
SCH-01045,Lake High School,San Francisco,CA,high,7,335,37.84185,-122.399903
SCH-01046,Winter Middle School,Austin,TX,middle,4,550,29.998158,-97.722174
SCH-01047,Pine Elementary School,Chicago,IL,elementary,8,856,41.697624,-87.543496
SCH-01048,Walnut High School,Chicago,IL,high,8,735,41.890097,-87.823656
SCH-01049,Autumn Elementary School,San Francisco,CA,elementary,10,619,37.727517,-122.221806
SCH-01050,Park High School,San Francisco,CA,high,6,630,37.589522,-122.37794
SCH-01051,Summer High School,San Francisco,CA,high,8,296,37.776872,-122.119863
SCH-01052,Hill Elementary School,Los Angeles,CA,elementary,9,622,33.907558,-118.368568
SCH-01053,Cedar Elementary School,Austin,TX,elementary,9,539,30.30211,-97.479391
SCH-01054,Sunset K-12 School,New York,NY,K-12,6,748,40.596777,-73.87963
SCH-01055,Sunrise Elementary School,Denver,CO,elementary,9,685,39.657776,-105.237808
SCH-01056,Birch Elementary School,New York,NY,elementary,6,622,40.715147,-73.758662
SCH-01057,Lincoln Middle School,Denver,CO,middle,7,143,39.591203,-105.01453
SCH-01058,Madison Elementary School,Los Angeles,CA,elementary,6,744,34.023344,-117.938165
SCH-01059,Pine Middle School,Seattle,WA,middle,6,599,47.695344,-121.995365
SCH-01060,Park Elementary School,Denver,CO,elementary,8,396,39.91315,-105.168377
SCH-01061,Ridge Elementary School,Seattle,WA,elementary,5,591,47.427825,-122.432409
SCH-01062,Mission Elementary School,San Francisco,CA,elementary,6,542,37.628866,-122.633146
SCH-01063,Maple Elementary School,Chicago,IL,elementary,9,797,42.02327,-87.564925
SCH-01064,Sunset Elementary School,Seattle,WA,elementary,8,374,47.791144,-122.279064
SCH-01065,Lincoln Charter School,Chicago,IL,charter,5,342,41.782051,-87.764787
SCH-01066,Valley Middle School,Austin,TX,middle,5,649,30.504036,-97.620216
SCH-01067,Market Elementary School,New York,NY,elementary,8,537,40.671634,-73.816203
SCH-01068,Valley Charter School,New York,NY,charter,8,258,40.649697,-73.77188
SCH-01069,Maple High School,Austin,TX,high,5,476,30.070889,-97.899485
SCH-01070,Pine Middle School,Seattle,WA,middle,6,459,47.565011,-122.177306
SCH-01071,Cedar Middle School,Los Angeles,CA,middle,8,562,34.116412,-118.36816
SCH-01072,Winter Elementary School,Seattle,WA,elementary,7,161,47.718969,-122.111788
SCH-01073,Sunset Elementary School,Austin,TX,elementary,9,499,30.16281,-97.663138
SCH-01074,Sunset Elementary School,San Francisco,CA,elementary,5,645,37.618056,-122.371768
SCH-01075,Park Elementary School,Los Angeles,CA,elementary,7,789,34.110236,-118.431611
SCH-01076,Pine High School,San Francisco,CA,high,7,531,37.752498,-122.479944
SCH-01077,Washington Elementary School,Seattle,WA,elementary,9,547,47.516156,-122.145594
SCH-01078,Jefferson Charter School,Austin,TX,charter,9,794,30.494721,-97.717447
SCH-01079,Walnut Middle School,Denver,CO,middle,8,796,39.873846,-105.279529
SCH-01080,Lake Elementary School,Los Angeles,CA,elementary,8,929,34.208032,-117.988949
SCH-01081,Winter Elementary School,San Francisco,CA,elementary,10,498,37.855794,-122.267191
SCH-01082,Birch Elementary School,New York,NY,elementary,6,330,40.718108,-73.812525
SCH-01083,Summer Elementary School,Denver,CO,elementary,7,427,39.657713,-105.022535
SCH-01084,Mission High School,New York,NY,high,6,276,40.898781,-74.00293
SCH-01085,Oak High School,Los Angeles,CA,high,8,563,34.080942,-118.186974
SCH-01086,Ridge High School,New York,NY,high,8,853,40.754959,-74.057495
SCH-01087,Jefferson Elementary School,Chicago,IL,elementary,8,746,41.778605,-87.616878
SCH-01088,Spring High School,Denver,CO,high,6,566,39.693664,-105.199093
SCH-01089,Jefferson Elementary School,Los Angeles,CA,elementary,8,637,34.161569,-117.954146
SCH-01090,Maple Elementary School,New York,NY,elementary,7,449,40.870295,-74.249916
SCH-01091,Maple Elementary School,Denver,CO,elementary,7,486,39.783819,-105.119603
SCH-01092,Walnut Elementary School,Los Angeles,CA,elementary,7,347,33.955395,-118.018513
SCH-01093,Summer Elementary School,Miami,FL,elementary,5,806,25.691534,-80.040962
SCH-01094,Forest Elementary School,Los Angeles,CA,elementary,8,365,34.211866,-118.111229
SCH-01095,Elm Elementary School,San Francisco,CA,elementary,10,221,37.734169,-122.368532
SCH-01096,Walnut Elementary School,Seattle,WA,elementary,5,488,47.60296,-122.47345
SCH-01097,Maple Elementary School,Austin,TX,elementary,8,139,30.30238,-97.849291
SCH-01098,Park Elementary School,New York,NY,elementary,5,423,40.593323,-73.919215
SCH-01099,Autumn Elementary School,Chicago,IL,elementary,6,558,41.780394,-87.571228
SCH-01100,Hill Middle School,Los Angeles,CA,middle,6,479,33.81624,-118.379144
SCH-01101,Lake Elementary School,Seattle,WA,elementary,8,103,47.5989,-121.975357
SCH-01102,Sunrise Elementary School,Los Angeles,CA,elementary,9,732,33.892474,-118.048381
SCH-01103,Oak Elementary School,Los Angeles,CA,elementary,5,589,34.217769,-118.131533
SCH-01104,Winter High School,Miami,FL,high,4,558,25.847468,-80.266743
SCH-01105,Lake High School,San Francisco,CA,high,7,405,37.89972,-122.260924
SCH-01106,Pine Charter School,Denver,CO,charter,7,279,39.747631,-104.831924
SCH-01107,Park Middle School,Chicago,IL,middle,8,458,41.960119,-87.914016
SCH-01108,Birch High School,New York,NY,high,9,499,40.880438,-74.063644
SCH-01109,Madison High School,New York,NY,high,8,177,40.896762,-74.21046
SCH-01110,Lake Elementary School,Austin,TX,elementary,5,400,30.172151,-97.628706
SCH-01111,Winter Elementary School,San Francisco,CA,elementary,7,608,37.620753,-122.191068
SCH-01112,Birch High School,Chicago,IL,high,8,652,41.732697,-87.601413
SCH-01113,Park Elementary School,Denver,CO,elementary,9,655,39.697438,-105.115848
SCH-01114,Hill Elementary School,Miami,FL,elementary,7,846,25.883429,-80.380424
SCH-01115,Hill K-12 School,Los Angeles,CA,K-12,7,634,33.92067,-118.045846
SCH-01116,Sunset Elementary School,Chicago,IL,elementary,7,520,41.798189,-87.406518
SCH-01117,Spring Middle School,Seattle,WA,middle,9,479,47.47968,-122.566673
SCH-01118,Sunrise High School,Denver,CO,high,6,625,39.858747,-104.932569
SCH-01119,River Elementary School,New York,NY,elementary,6,416,40.645021,-74.10662
SCH-01120,Hill High School,Chicago,IL,high,6,763,42.020355,-87.630857
SCH-01121,Maple K-12 School,Seattle,WA,K-12,8,673,47.602924,-122.425977
SCH-01122,Elm Elementary School,Seattle,WA,elementary,8,400,47.628099,-122.642299
SCH-01123,Lincoln Elementary School,Seattle,WA,elementary,8,690,47.631266,-122.257082
SCH-01124,Oak Elementary School,San Francisco,CA,elementary,7,278,37.925826,-122.260077
SCH-01125,Walnut K-12 School,Seattle,WA,K-12,7,602,47.408934,-122.101655
SCH-01126,Ridge Elementary School,New York,NY,elementary,10,477,40.582258,-73.812431
SCH-01127,Valley Elementary School,San Francisco,CA,elementary,7,649,37.56921,-122.30113
SCH-01128,Washington Elementary School,Miami,FL,elementary,8,417,25.74253,-80.323707
SCH-01129,Park High School,Austin,TX,high,9,347,30.493628,-97.911161
SCH-01130,Winter High School,Chicago,IL,high,10,803,41.885968,-87.931806
SCH-01131,Park Elementary School,Chicago,IL,elementary,7,439,41.999824,-87.583856
SCH-01132,Birch Middle School,New York,NY,middle,8,464,40.7512,-73.864438
SCH-01133,Hill K-12 School,New York,NY,K-12,10,423,40.539444,-73.924065
SCH-01134,Pine Middle School,San Francisco,CA,middle,8,357,37.947188,-122.411385
SCH-01135,Oak Elementary School,Miami,FL,elementary,8,252,25.885828,-80.016876
SCH-01136,Summer K-12 School,Seattle,WA,K-12,7,749,47.770763,-122.019292
SCH-01137,Elm Elementary School,Los Angeles,CA,elementary,7,508,33.833182,-118.272023
SCH-01138,Spring K-12 School,Chicago,IL,K-12,5,626,41.757607,-87.670533
SCH-01139,Park Elementary School,San Francisco,CA,elementary,8,698,37.892224,-122.711381
SCH-01140,Park Middle School,Chicago,IL,middle,6,824,41.969234,-87.890562
SCH-01141,Sunrise Elementary School,Denver,CO,elementary,5,673,39.848692,-105.269224
SCH-01142,Mission Elementary School,Los Angeles,CA,elementary,8,1006,34.282828,-118.338081
SCH-01143,Cedar Middle School,Los Angeles,CA,middle,8,255,34.249826,-118.398827
SCH-01144,Washington Elementary School,San Francisco,CA,elementary,10,691,37.643782,-122.642163
SCH-01145,Maple Elementary School,Miami,FL,elementary,9,272,25.832023,-80.023474
SCH-01146,Mission Elementary School,San Francisco,CA,elementary,5,388,37.806572,-122.138558
SCH-01147,Summer High School,Denver,CO,high,8,329,39.698676,-104.75002
SCH-01148,Maple High School,Seattle,WA,high,4,472,47.852154,-122.396816
SCH-01149,Valley Elementary School,Seattle,WA,elementary,7,290,47.380487,-122.53398
SCH-01150,Spring High School,Austin,TX,high,5,513,30.37653,-97.828956
SCH-01151,Ridge Elementary School,Austin,TX,elementary,6,933,30.251032,-97.926211
SCH-01152,Park Elementary School,San Francisco,CA,elementary,7,403,37.557544,-122.321106
SCH-01153,Elm High School,Los Angeles,CA,high,9,934,34.261374,-118.39852
SCH-01154,Mission Middle School,Seattle,WA,middle,6,907,47.438706,-122.049592
SCH-01155,Winter Elementary School,Los Angeles,CA,elementary,10,557,34.179333,-118.4592
SCH-01156,Market Elementary School,Chicago,IL,elementary,6,447,41.785854,-87.724364
SCH-01157,Mission High School,San Francisco,CA,high,7,580,37.807842,-122.276672
SCH-01158,Walnut Elementary School,San Francisco,CA,elementary,5,269,37.897785,-122.145769
SCH-01159,Cedar Elementary School,Miami,FL,elementary,6,665,25.732076,-79.952346
SCH-01160,Jefferson Charter School,New York,NY,charter,6,715,40.772378,-74.077495
SCH-01161,Madison Elementary School,New York,NY,elementary,8,708,40.566508,-74.111508
SCH-01162,Birch Middle School,Los Angeles,CA,middle,8,596,34.144148,-118.001829
SCH-01163,Sunrise Middle School,Austin,TX,middle,9,840,30.07868,-97.879855
SCH-01164,Sunset Middle School,San Francisco,CA,middle,6,662,37.859971,-122.705649
SCH-01165,Mission Elementary School,Los Angeles,CA,elementary,10,755,34.098417,-118.379113
SCH-01166,Pine Middle School,Denver,CO,middle,7,740,39.789683,-105.233482
SCH-01167,Sunset Charter School,Chicago,IL,charter,7,768,42.10507,-87.467945
SCH-01168,Pine Elementary School,Chicago,IL,elementary,9,605,41.676158,-87.643172
SCH-01169,Winter High School,Chicago,IL,high,9,196,41.655277,-87.656284
SCH-01170,Maple High School,Denver,CO,high,7,641,39.601867,-105.128457
SCH-01171,Elm Middle School,Miami,FL,middle,8,1007,25.564615,-80.301282
SCH-01172,Washington High School,San Francisco,CA,high,8,442,37.79358,-122.531868
SCH-01173,Washington High School,Seattle,WA,high,10,569,47.783352,-122.156289
SCH-01174,Mission High School,New York,NY,high,7,553,40.973528,-74.044307
SCH-01175,Autumn Middle School,San Francisco,CA,middle,8,791,37.698109,-122.127998
SCH-01176,Winter Elementary School,New York,NY,elementary,7,273,40.491481,-74.141067
SCH-01177,Elm Middle School,Chicago,IL,middle,10,395,41.835036,-87.357397
SCH-01178,Summer Elementary School,San Francisco,CA,elementary,8,753,37.772402,-122.106747
SCH-01179,Sunset High School,Miami,FL,high,9,60,25.844712,-80.195653
SCH-01180,Forest Middle School,San Francisco,CA,middle,9,438,37.747976,-122.581586
SCH-01181,Madison High School,San Francisco,CA,high,9,689,37.828671,-122.744893
SCH-01182,Valley High School,Chicago,IL,high,7,754,41.686454,-87.746369
SCH-01183,Jefferson Middle School,Chicago,IL,middle,7,569,41.748018,-87.485019
SCH-01184,Lake Elementary School,Austin,TX,elementary,7,60,30.261428,-97.813414
SCH-01185,Sunrise Middle School,Seattle,WA,middle,9,552,47.558027,-122.422641
SCH-01186,Lake High School,Austin,TX,high,7,702,30.179805,-97.965958
SCH-01187,River Middle School,Los Angeles,CA,middle,8,701,34.08476,-118.204708
SCH-01188,Summer High School,Miami,FL,high,6,793,25.826595,-80.466572
SCH-01189,Oak Charter School,San Francisco,CA,charter,7,328,37.907672,-122.161889
SCH-01190,Spring Elementary School,Miami,FL,elementary,9,630,25.80505,-80.380537
SCH-01191,Madison High School,Seattle,WA,high,7,660,47.570459,-122.389453
SCH-01192,Cedar Elementary School,San Francisco,CA,elementary,9,778,37.723416,-122.228691
SCH-01193,Winter Elementary School,New York,NY,elementary,8,942,40.774332,-74.024547
SCH-01194,Elm Elementary School,New York,NY,elementary,10,398,40.651991,-73.865118
SCH-01195,Valley Elementary School,San Francisco,CA,elementary,8,492,37.949612,-122.47787
SCH-01196,Park High School,Austin,TX,high,8,581,30.275144,-97.507729
SCH-01197,Birch Elementary School,Austin,TX,elementary,6,783,30.458972,-97.749388
SCH-01198,Maple Elementary School,Denver,CO,elementary,5,156,39.914274,-104.949202
SCH-01199,Maple Elementary School,Chicago,IL,elementary,7,456,41.789318,-87.666628
SCH-01200,Walnut High School,Austin,TX,high,6,186,30.211853,-97.922461
