target_id,mission,ra_deg,dec_deg,stellar_mag,stellar_teff_k,stellar_radius_rsun,period_days,transit_depth_ppm,transit_duration_hr,planet_radius_rearth,equilibrium_temp_k,snr,disposition,discovery_year
TIC-905265499,TESS,144.14828,80.19742,15.13,5701,0.953,12.228,67,3.23,0.8,871,25.2,false_positive,2020
TIC-917760476,TESS,192.90771,-29.51356,13.44,4104,0.769,66.257,300,3.5,1.41,231,14.6,candidate,2018
KIC-6328789,Kepler,194.40538,33.52623,12.13,4942,0.775,20.128,7233,3.71,6.3,-1,78.1,candidate,2012
KIC-2801284,Kepler,114.78732,68.28648,12.9,5296,1.187,15.724,106,4.23,1.26,893,5.5,false_positive,2015
KIC-2780196,Kepler,147.96582,55.35463,12.77,3000,0.677,7.712,98,2.88,1.13,318,18.3,candidate,2014
KIC-240002709,K2,303.54911,-50.94792,17.59,6686,1.047,3.675,973,1.74,4.57,1329,42.2,confirmed,2018
KIC-3068059,Kepler,118.30441,-26.3761,15.34,5783,1.089,11.977,1451,2.98,4.64,1309,46.5,candidate,2011
KIC-1235547,Kepler,177.59939,69.14818,11.56,3757,0.531,57.25,1629,3.34,2.35,200,50.7,candidate,2013
TIC-445898511,TESS,311.96585,83.72756,8.0,5749,0.916,30.714,186,4.57,1.33,699,32.7,confirmed,2024
KIC-12232059,Kepler,33.99698,-31.57572,8.78,5373,1.138,17.487,809,5.65,3.53,909,37.6,candidate,2011
TIC-111031014,TESS,137.09561,70.82627,13.71,6199,1.124,5.608,1132,2.39,3.58,1404,38.4,candidate,2022
KIC-7338460,Kepler,12.08258,7.93584,9.72,3937,0.734,11.951,872,3.46,2.13,425,36.2,candidate,2014
KIC-214207736,K2,209.28917,-21.30678,14.23,5289,0.932,7.044,6976,3.66,8.47,977,56.1,candidate,2014
KIC-9750563,Kepler,29.0829,2.64707,15.69,6138,1.286,31.643,700,4.16,3.37,991,46.7,candidate,2011
TIC-983461674,TESS,290.27043,-63.78522,11.85,3353,0.415,7.811,1862,1.0,1.99,236,43.5,false_positive,2020
TIC-682991914,TESS,268.40892,-21.98568,18.0,5533,0.899,4.431,1151,2.23,3.02,1052,49.2,candidate,2024
KIC-12792912,Kepler,278.15707,62.55677,10.93,5960,1.046,4.543,726,2.71,3.55,1184,46.0,candidate,2010
KIC-9900336,Kepler,10.27498,-35.2177,9.46,6564,1.156,1.722,144,1.81,1.35,1959,43.2,false_positive,2015
KIC-4578396,Kepler,233.35051,-17.09207,11.3,6485,1.219,8.039,355,3.12,2.43,1613,22.4,candidate,2012
TIC-90490922,TESS,344.50156,85.18692,11.32,6651,1.115,30.953,339,4.52,2.55,878,31.5,candidate,2023
TIC-793150860,TESS,319.64744,26.72769,11.98,6090,1.245,28.966,92,6.7,1.24,828,32.1,false_positive,2019
TIC-743365809,TESS,86.74875,64.50947,11.26,3421,0.761,47.776,608,4.39,1.8,313,36.4,candidate,2020
TIC-575483399,TESS,212.67062,-6.34807,12.14,3642,0.577,4.548,2877,1.0,3.33,544,19.7,false_positive,2019
KIC-6328655,Kepler,221.03322,-48.74321,11.18,4905,0.691,7.25,211,1.97,1.01,705,5.0,false_positive,2016
KIC-7994519,Kepler,177.46567,-23.44698,13.11,5024,0.888,13.925,465,2.98,2.18,843,60.6,candidate,2015
TIC-551648449,TESS,236.59787,60.88981,16.21,5903,1.053,48.851,829,4.78,3.11,634,48.2,confirmed,2023
KIC-9404596,Kepler,222.28939,-30.51409,11.33,6249,1.27,5.946,98,2.61,1.4,1801,37.3,candidate,2018
TIC-109149983,TESS,202.63209,-69.27694,15.61,5351,1.106,21.052,262,6.04,1.86,736,34.8,candidate,2019
KIC-244238757,K2,171.99543,-48.72253,8.05,6120,1.122,6.271,50,2.41,1.16,1104,27.5,false_positive,2018
KIC-5787774,Kepler,287.04525,9.81196,8.0,4599,0.861,3.545,843,1.53,2.64,893,10.2,confirmed,2010
TIC-125137029,TESS,218.15784,-19.08509,13.38,5199,0.822,7.855,583,2.1,2.43,800,54.2,candidate,2020
TIC-620146556,TESS,302.78109,41.3365,14.93,6849,1.056,37.667,53,4.27,1.12,697,13.2,confirmed,2023
TIC-938678397,TESS,113.64649,-56.06204,10.92,6295,1.253,473.368,68,12.55,1.06,352,29.0,confirmed,2023
TIC-791902509,TESS,249.06933,-72.57113,15.01,6175,1.272,471.39,108,14.79,1.39,248,8.7,false_positive,2019
TIC-128073209,TESS,52.26867,25.35714,13.82,5353,0.915,130.557,2631,7.02,5.52,382,37.7,candidate,2021
KIC-11729251,Kepler,194.40317,-78.01351,10.55,5635,1.029,38.532,591,3.94,3.31,734,41.4,false_positive,2009
TIC-146494371,TESS,215.6483,-34.7781,15.43,5076,0.93,39.438,11428,5.1,11.43,410,70.7,false_positive,2020
TIC-83217443,TESS,11.58639,-61.52791,10.39,5248,0.891,2.061,439,1.27,1.92,-1,53.6,candidate,2018
TIC-499527706,TESS,42.23829,-26.67554,13.54,5541,0.843,19.942,883,2.47,2.56,568,39.0,candidate,2021
TIC-76713782,TESS,82.76803,-12.90701,8.91,5117,0.801,17.66,3237,1.93,5.13,531,62.0,candidate,2019
KIC-11839008,Kepler,312.92994,68.1165,10.64,6139,1.089,5.756,159,3.33,1.53,1209,28.2,confirmed,2010
KIC-5644070,Kepler,349.09485,-50.47858,12.76,5625,1.042,2.152,667,2.81,3.02,1505,52.1,confirmed,2014
TIC-573136196,TESS,359.29098,-63.97074,15.21,5074,0.899,8.344,171,2.79,1.19,797,21.1,false_positive,2019
KIC-12167548,Kepler,114.51818,-81.42084,12.03,5152,0.816,26.634,959,4.65,2.75,565,49.0,false_positive,2010
TIC-312409514,TESS,139.26373,47.78565,11.8,5962,1.091,3.561,1095,1.88,3.62,1497,57.7,false_positive,2020
TIC-58432175,TESS,113.14566,-40.51919,8.07,4262,0.821,6.176,378,1.75,2.07,788,11.9,candidate,2018
TIC-592101520,TESS,178.87469,13.51211,12.26,5529,1.015,12.597,82,3.73,1.02,1025,22.1,confirmed,2024
KIC-10417371,Kepler,359.43798,58.81982,9.32,3601,0.417,1.128,50000,1.0,21.07,561,85.3,candidate,2012
TIC-306533526,TESS,218.82396,-73.6327,11.01,5157,0.963,18.708,651,3.61,2.56,666,36.0,candidate,2018
TIC-328865754,TESS,202.0702,-5.63674,13.46,3354,0.519,24.787,278,2.21,1.37,200,16.6,false_positive,2019
TIC-165603239,TESS,59.38334,78.79857,10.54,5586,1.083,146.525,87,10.08,1.21,309,32.4,candidate,2018
KIC-7227128,Kepler,357.39759,-31.73227,12.59,4841,0.852,44.295,1853,4.82,3.83,355,43.6,candidate,2010
KIC-3586683,Kepler,2.95539,-31.8721,9.87,3302,0.455,39.361,229,3.23,0.75,200,46.3,candidate,2009
TIC-407335135,TESS,112.35837,86.93464,13.66,4873,0.933,7.179,4872,2.5,6.53,877,51.1,candidate,2019
KIC-214124523,K2,160.0017,36.52509,14.94,5606,1.155,316.98,50,13.32,0.73,349,19.7,candidate,2016
TIC-390496230,TESS,306.64576,-0.40959,13.66,5872,0.974,10.433,936,2.36,2.94,1023,49.7,candidate,2018
KIC-11164036,Kepler,164.10526,84.60156,11.69,7098,1.247,2.804,86,2.36,1.5,2276,28.1,candidate,2016
KIC-4519386,Kepler,152.3897,85.21191,14.03,3490,0.607,3.51,1120,,2.35,444,46.7,false_positive,2016
KIC-7221501,Kepler,167.90168,-42.58655,9.51,6085,1.153,2.112,94,2.64,1.32,1386,5.0,candidate,2012
KIC-229830048,K2,261.52003,17.48476,13.88,5461,1.0,28.261,683,4.2,2.63,505,62.7,candidate,2016
KIC-240724999,K2,205.78758,41.11229,14.16,6115,1.105,3.645,476,1.85,2.61,1448,23.5,candidate,2014
KIC-8123610,Kepler,113.88639,-62.0808,9.56,5593,1.034,6.9,1133,2.97,3.91,815,45.0,confirmed,2016
KIC-2500967,Kepler,226.28722,-4.97418,11.76,5829,0.885,13.677,3323,1.9,6.75,831,68.2,candidate,2011
KIC-2399692,Kepler,51.99424,61.16105,10.01,3674,0.65,3.504,307,1.1,1.31,553,45.0,candidate,2009
TIC-455401773,TESS,162.30587,62.36486,11.63,3059,0.565,2.935,260,1.61,0.99,507,30.7,candidate,2021
KIC-12720831,Kepler,290.04046,10.31871,12.6,6337,1.371,7.228,88,4.63,1.38,1638,14.7,confirmed,2018
KIC-243741529,K2,233.44864,89.48027,11.96,3613,0.482,3.515,14074,1.33,5.81,463,52.3,candidate,2015
KIC-5232714,Kepler,248.32949,17.52963,11.08,3519,0.4,4.484,2536,1.04,2.3,317,43.4,false_positive,2015
KIC-4425613,Kepler,143.79124,-57.58707,8.06,6420,1.212,13.65,418,2.04,2.67,1121,47.4,false_positive,2017
TIC-263849048,TESS,243.83978,-58.45384,13.99,5162,0.729,11.607,117,1.44,0.86,640,25.6,candidate,2018
TIC-861344334,TESS,221.70414,2.85643,8.73,3968,0.785,28.244,41726,5.37,15.09,289,68.3,candidate,2019
KIC-1528984,Kepler,111.20056,81.90248,9.76,5898,1.096,0.741,655,1.0,2.81,2500,58.8,candidate,2011
KIC-2045161,Kepler,74.68101,75.28615,11.36,5092,0.746,2.401,415,1.09,1.48,992,31.7,candidate,2014
TIC-64417359,TESS,69.91131,42.98817,10.31,3291,0.546,12.335,2076,1.83,3.43,300,57.5,candidate,2019
KIC-5487321,Kepler,39.88817,-36.35301,15.14,5053,0.823,2.68,387,1.1,1.96,840,61.3,candidate,2011
KIC-241300509,K2,52.94536,17.17052,13.13,5305,1.298,18.935,459,3.7,3.13,769,5.3,confirmed,2014
TIC-731735485,TESS,216.63212,23.41684,12.31,6256,1.035,43.741,2125,4.31,4.99,643,47.8,candidate,2019
KIC-210895728,K2,286.31265,21.95609,13.04,6123,1.297,29.594,532,7.36,3.01,1093,48.6,false_positive,2016
KIC-239381069,K2,339.79382,33.3039,11.84,3011,0.555,10.072,871,1.46,1.77,278,44.1,candidate,2014
TIC-612715000,TESS,353.4263,-18.89943,15.49,4637,0.51,31.169,9226,2.52,6.3,275,66.4,candidate,2022
KIC-8481589,Kepler,58.3655,-20.32861,15.58,4887,0.842,6.295,2734,2.29,4.65,804,68.1,candidate,2010
TIC-694327523,TESS,167.04706,65.01154,10.91,4882,0.845,12.928,2254,2.75,3.91,738,55.2,candidate,2019
KIC-12184813,Kepler,23.521,68.03879,12.77,5227,0.982,64.279,484,4.34,2.35,436,25.6,candidate,2012
TIC-633879688,TESS,101.70947,20.7564,12.39,3054,0.402,67.212,1021,1.91,1.21,200,35.0,candidate,2018
TIC-109863927,TESS,115.88644,33.41425,13.17,5670,0.964,14.923,70,3.59,0.9,920,5.0,false_positive,2024
KIC-12785277,Kepler,261.67383,17.39913,13.61,5345,0.9,50.018,344,4.78,1.91,413,38.3,candidate,2015
KIC-12768251,Kepler,139.922,14.62908,12.42,6724,1.317,500,1150,14.86,4.77,409,43.1,candidate,2017
TIC-160030154,TESS,137.49622,-21.66473,13.78,6574,1.227,5.314,1355,2.83,4.5,1678,10.1,confirmed,2022
KIC-7105245,Kepler,144.26284,71.7156,8.0,5741,0.996,16.696,80,2.97,0.94,835,36.5,candidate,2015
TIC-228017378,TESS,27.57284,77.11014,10.33,5698,0.928,4.397,243,2.52,1.45,1258,26.3,candidate,2023
TIC-860405133,TESS,288.77858,-0.25608,14.99,5778,1.083,54.209,283,5.82,2.86,526,39.4,candidate,2022
KIC-7095142,Kepler,309.66093,-50.18403,8.41,5707,1.02,4.895,2424,2.61,6.24,1307,29.1,candidate,2017
TIC-992165841,TESS,3.34305,-23.57786,13.76,5572,1.021,2.294,93,2.2,1.13,1425,36.9,candidate,2021
KIC-11160829,Kepler,213.92866,-24.86377,14.15,5011,0.81,14.551,1102,1.87,3.88,704,63.6,candidate,2010
KIC-2309358,Kepler,139.07522,-39.91297,13.47,3720,0.4,16.366,1457,1.63,1.56,222,52.2,candidate,2011
KIC-2471500,Kepler,338.99295,30.96818,9.36,5838,0.976,9.29,21072,1.46,14.45,870,72.7,candidate,2013
TIC-692631559,TESS,44.64174,-61.78105,12.7,3083,0.575,55.573,367,2.47,1.2,200,46.3,candidate,2022
KIC-213085190,K2,233.54169,69.49975,16.29,7281,1.172,3.589,83,2.8,1.15,2184,8.0,candidate,2014
KIC-10369626,Kepler,344.79113,-68.77141,8.0,5622,1.115,48.585,65,8.06,0.91,630,40.6,candidate,2013
TIC-260557080,TESS,342.48266,-48.37664,9.54,4455,0.61,2.161,3085,1.48,3.81,792,66.8,candidate,2019
KIC-6455088,Kepler,152.16531,-83.53716,8.63,5739,0.939,45.412,321,2.17,2.45,588,42.7,candidate,2018
TIC-160466031,TESS,350.17945,17.08243,12.82,5122,0.938,69.077,78,2.62,0.92,338,8.4,false_positive,2021
KIC-8094719,Kepler,2.62067,-0.18122,12.07,5508,0.885,212.144,278,9.94,1.92,230,29.2,candidate,2011
KIC-1512747,Kepler,261.33114,75.69655,11.92,5496,1.087,2.931,310,2.53,1.81,1478,52.4,candidate,2010
TIC-942349677,TESS,67.57259,-23.95397,9.88,3040,0.439,69.907,628,3.3,1.19,200,43.2,candidate,2020
TIC-900911084,TESS,248.19858,-42.85285,13.72,5304,0.972,18.413,2334,4.25,5.45,766,42.6,candidate,2022
KIC-8171353,Kepler,310.27996,-70.15827,11.04,7453,1.175,22.801,55,4.69,1.06,1362,15.3,candidate,2011
TIC-947257986,TESS,291.78818,78.10641,12.75,5439,1.003,12.267,221,3.02,1.5,955,31.6,candidate,2018
TIC-721378883,TESS,315.13034,89.24501,11.58,3631,0.559,14.832,101,1.52,0.55,350,27.7,confirmed,2019
KIC-4460214,Kepler,124.94635,-6.36384,16.66,5751,1.001,3.776,274,2.53,1.78,1229,24.0,candidate,2014
KIC-6093893,Kepler,264.86487,-17.45803,14.63,6051,1.291,8.655,932,3.04,5.12,1429,51.6,candidate,2014
KIC-7703853,Kepler,60.06029,81.16703,13.08,6309,1.243,37.047,53,5.79,1.04,849,23.2,confirmed,2012
KIC-5972445,Kepler,128.34005,36.2567,11.02,3069,0.487,30.422,293,2.19,0.79,200,34.8,candidate,2013
TIC-457139539,TESS,108.95421,79.00883,12.39,3281,0.4,114.441,3503,2.86,2.47,200,66.4,candidate,2021
TIC-387961167,TESS,95.09496,71.63252,9.58,5236,0.904,14.726,578,2.28,2.22,703,35.4,confirmed,2019
KIC-1386106,Kepler,223.69566,87.97111,13.38,5528,0.914,38.157,792,4.94,2.43,593,35.0,confirmed,2014
KIC-230013190,K2,257.71753,-15.62525,12.45,6791,1.293,3.536,15658,2.8,18.85,1665,70.4,candidate,2018
TIC-284395587,TESS,281.32587,-71.67527,14.65,4731,0.783,32.011,58,4.34,0.69,382,5.0,false_positive,2018
TIC-569419421,TESS,238.48371,4.53432,13.91,6348,1.221,115.685,408,8.52,2.49,547,47.0,candidate,2019
TIC-217213648,TESS,206.6358,24.91356,12.51,4939,0.849,2.441,9500,1.55,8.38,1419,62.5,confirmed,2018
TIC-406673255,TESS,358.86499,23.66408,11.21,5695,0.904,8.874,845,3.02,2.33,823,44.3,false_positive,2021
TIC-925960627,TESS,45.49036,-77.39135,16.67,6727,1.211,5.036,55,1.94,1.11,1652,26.6,confirmed,2018
TIC-780741431,TESS,211.52248,50.38564,15.77,5879,0.994,1.502,128,1.74,1.13,1830,33.9,confirmed,2023
KIC-246005325,K2,5.88636,-34.5038,9.9,4950,0.853,3.259,1355,2.01,3.91,1018,54.0,candidate,2018
TIC-415321975,TESS,238.30471,21.88812,16.73,5689,1.06,52.719,328,4.6,2.41,497,27.4,candidate,2024
KIC-10033029,Kepler,219.46358,-78.65581,16.58,5597,0.888,500,181,7.69,1.31,237,25.9,false_positive,2014
KIC-6909774,Kepler,2.83205,-71.25597,8.0,3922,0.844,9.138,969,2.6,2.56,637,29.9,candidate,2010
KIC-212141178,K2,226.7706,-34.11206,9.49,4911,0.848,4.852,637,1.74,2.53,878,36.3,candidate,2014
TIC-47189452,TESS,232.73603,35.97721,14.02,5699,0.888,27.729,207,5.02,1.29,627,39.1,candidate,2022
KIC-5454449,Kepler,207.78378,-59.25715,9.01,6137,1.127,79.662,2101,6.21,5.45,424,49.6,confirmed,2017
TIC-586953774,TESS,237.4133,-3.07543,11.8,5447,1.032,15.838,505,3.41,2.5,964,44.7,candidate,2021
TIC-559363408,TESS,288.30521,20.55581,12.63,5162,0.846,16.123,279,3.04,1.43,683,37.0,false_positive,2022
KIC-5909343,Kepler,232.51675,-64.1658,13.78,3341,0.425,33.889,2231,1.0,1.84,200,50.4,candidate,2018
KIC-1360996,Kepler,166.14359,31.45618,10.48,4705,0.931,4.833,1399,2.48,4.4,787,79.0,confirmed,2015
TIC-440016410,TESS,148.38139,-48.26799,8.53,5777,1.024,1.591,177,1.5,1.6,2148,17.3,confirmed,2019
TIC-694811539,TESS,259.98876,-66.4941,14.41,7127,1.12,37.17,367,5.77,2.5,675,37.8,false_positive,2021
TIC-134371498,TESS,213.58155,71.70875,11.56,3000,0.686,19.889,435,2.16,3.5,253,52.2,candidate,2018
KIC-7018092,Kepler,59.32495,9.56287,12.42,5314,1.167,3.788,246,1.24,2.35,1297,27.5,candidate,2016
KIC-221023908,K2,133.00205,-86.13786,13.09,5608,0.75,28.353,1621,2.97,2.71,419,66.8,candidate,2017
KIC-7377084,Kepler,4.74908,58.19795,13.94,4713,0.804,19.975,195,2.83,1.19,547,38.6,false_positive,2012
KIC-7888068,Kepler,225.71204,3.85263,18.0,5601,0.854,9.52,245,3.09,1.39,655,32.3,candidate,2009
TIC-110652798,TESS,285.93701,-3.63101,14.87,4707,0.757,2.467,10412,1.74,8.08,839,57.5,candidate,2023
KIC-3738547,Kepler,202.86552,-72.12541,8.42,5264,0.88,9.924,1224,2.71,3.65,704,67.6,candidate,2017
KIC-7357327,Kepler,164.65467,-85.29012,11.38,4943,0.91,21.209,2605,2.74,4.44,682,55.0,candidate,2013
KIC-12887682,Kepler,158.07813,-60.00715,14.38,5430,0.858,8.486,939,2.39,3.1,839,60.2,confirmed,2012
KIC-5981738,Kepler,241.10135,29.75995,10.62,5394,0.728,8.449,55,2.64,0.5,679,33.6,candidate,2015
TIC-751425698,TESS,52.98017,89.77906,8.67,5957,0.828,16.316,140,3.22,1.0,738,28.5,confirmed,2023
KIC-6011628,Kepler,234.3894,29.75842,15.51,5523,1.061,3.041,51,1.8,0.95,1545,25.5,candidate,2016
KIC-11788436,Kepler,200.80103,-28.04996,11.56,4652,0.916,7.881,1365,3.58,4.15,697,48.5,candidate,2009
KIC-2569589,Kepler,327.38638,1.50137,9.43,3552,0.764,6.863,136,1.37,1.06,513,33.6,candidate,2010
KIC-244831284,K2,338.46633,60.05232,12.69,6561,1.335,47.673,404,7.87,2.81,890,34.0,false_positive,2016
TIC-634247452,TESS,86.85231,68.73989,11.61,3268,0.587,1.285,1476,1.0,2.72,596,42.6,false_positive,2022
KIC-4084240,Kepler,78.62961,71.32219,8.0,6285,1.011,23.258,50,2.84,0.56,728,22.9,false_positive,2013
KIC-3071288,Kepler,28.26469,-30.2145,8.0,3698,0.599,5.22,50,1.07,0.5,384,27.4,candidate,2018
TIC-71320610,TESS,163.04436,-88.223,15.24,5783,1.047,4.468,448,2.93,2.48,1070,38.9,candidate,2022
KIC-9342255,Kepler,350.25991,-86.15459,11.08,6452,1.281,48.395,123,5.32,1.8,790,28.1,confirmed,2009
KIC-2545113,Kepler,269.28235,-35.00715,13.26,5655,1.121,10.646,50,2.72,0.86,910,9.7,candidate,2015
TIC-500602781,TESS,251.90039,33.21338,11.49,5711,0.978,32.369,281,5.33,1.94,575,35.9,candidate,2020
KIC-6763458,Kepler,75.07703,84.17254,12.52,6008,1.266,2.526,87,2.23,1.23,2500,21.6,candidate,2014
KIC-6622876,Kepler,151.93494,-12.18471,10.97,3000,0.476,5.153,3116,1.0,2.99,276,62.9,candidate,2009
KIC-9361676,Kepler,265.07509,87.29809,12.35,3376,0.4,28.035,1531,1.89,1.66,200,48.4,candidate,2018
KIC-4720705,Kepler,222.83179,68.52108,8.0,6007,1.185,228.68,564,7.79,3.13,349,48.9,candidate,2015
KIC-245793843,K2,117.14799,-37.1457,11.55,4944,0.814,17.069,103,3.7,1.11,588,5.0,false_positive,2018
KIC-8039486,Kepler,150.19108,-72.5361,10.91,5128,0.868,34.544,53,3.04,0.73,400,22.7,false_positive,2011
TIC-769533795,TESS,50.99787,-44.23034,8.0,5536,1.075,9.329,653,3.16,3.05,978,18.8,confirmed,2019
TIC-461856337,TESS,125.55464,-77.71143,13.04,5129,0.75,12.971,268,2.93,1.17,671,52.6,candidate,2018
KIC-7254002,Kepler,110.90912,-79.57829,14.17,3481,0.573,8.091,1076,2.46,2.03,331,59.0,candidate,2010
KIC-7368261,Kepler,273.01405,-0.10664,11.93,5369,0.905,12.146,927,3.8,2.97,626,36.0,confirmed,2013
TIC-587726756,TESS,194.68024,21.79313,14.05,6866,1.164,52.567,182,8.71,1.59,820,23.5,confirmed,2023
TIC-135331887,TESS,295.74501,-76.07295,12.31,4686,0.774,334.25,227,10.63,1.51,200,26.0,confirmed,2022
KIC-4762356,Kepler,345.88778,-64.55238,12.7,5582,1.071,20.331,13365,2.41,14.72,804,55.2,candidate,2018
TIC-105090583,TESS,69.19546,-37.53147,10.64,4311,0.807,3.01,190,1.07,1.15,962,38.0,false_positive,2023
KIC-10330761,Kepler,63.23305,44.35516,14.14,5834,0.737,34.416,276,2.25,1.44,578,26.6,candidate,2009
KIC-5530135,Kepler,36.00652,-55.93559,16.75,5452,0.811,30.813,910,2.68,2.68,551,29.8,confirmed,2018
TIC-162556718,TESS,218.41963,33.93675,14.16,6488,1.278,67.174,521,8.47,3.09,723,45.5,false_positive,2019
KIC-6438273,Kepler,25.29765,47.09462,10.48,6057,1.191,28.203,235,4.54,1.77,730,34.6,candidate,2011
KIC-4036320,Kepler,29.5245,34.16706,11.63,5497,0.913,10.073,112,3.16,1.07,-1,38.2,confirmed,2014
KIC-12619061,Kepler,206.64041,-4.06104,12.41,5632,0.995,74.132,95,6.37,1.17,423,35.6,candidate,2012
KIC-1035379,Kepler,298.46438,-88.69032,8.89,3354,0.521,21.1,519,2.39,1.25,268,33.8,candidate,2010
KIC-10466915,Kepler,114.48379,-47.92997,15.85,5251,0.974,13.255,811,4.06,2.79,748,46.1,candidate,2018
KIC-8894677,Kepler,272.23118,84.82236,10.51,5519,1.096,48.022,155,4.6,1.41,514,56.3,candidate,2016
TIC-946780918,TESS,278.80024,9.19413,13.55,5953,1.03,4.91,576,3.49,2.84,1386,29.9,candidate,2024
TIC-998301829,TESS,29.56801,-82.40857,17.06,5415,0.889,15.039,423,2.33,2.1,623,36.2,confirmed,2020
TIC-222075149,TESS,327.71744,43.22243,11.1,4590,0.735,7.291,3809,1.67,5.27,530,56.7,confirmed,2018
TIC-326326472,TESS,238.94,-87.57148,12.92,3377,0.536,759.92,969,9.16,1.78,200,32.8,confirmed,2024
KIC-6479631,Kepler,333.17357,-72.36402,13.1,5097,0.967,24.95,192,4.13,1.43,583,30.3,candidate,2013
KIC-8171379,Kepler,190.06746,-4.38042,8.0,6729,1.124,5.268,1531,3.2,5.2,1942,43.5,candidate,2015
TIC-557792047,TESS,287.65847,-33.03715,15.13,5625,0.921,30.209,1834,2.21,4.83,607,37.3,confirmed,2022
KIC-5465558,Kepler,246.89412,31.56714,8.43,5208,0.89,4.562,1770,2.21,4.23,989,42.9,confirmed,2018
KIC-219187316,K2,28.87683,-68.0639,15.29,5272,1.196,45.695,166,6.12,1.82,552,31.1,candidate,2017
KIC-212044209,K2,153.46167,-33.92549,12.64,5080,0.716,47.74,1161,4.44,2.67,407,48.4,candidate,2015
KIC-7408669,Kepler,264.97195,7.17729,11.83,3139,0.54,6.646,795,,1.77,322,32.5,candidate,2016
KIC-4766802,Kepler,305.95061,38.84978,8.0,5806,1.096,44.541,18022,8.01,16.24,694,48.0,confirmed,2014
KIC-7718676,Kepler,342.34898,59.05849,15.09,5161,0.794,77.885,10737,4.31,10.11,337,50.8,candidate,2018
KIC-11190547,Kepler,10.36488,82.17801,12.66,5048,0.71,31.909,507,3.89,1.93,456,46.3,candidate,2009
TIC-588620487,TESS,256.98286,-81.72027,14.39,3522,0.605,55.317,239,2.0,1.17,200,52.9,confirmed,2020
KIC-10511228,Kepler,92.44697,17.04315,9.51,3292,0.505,22.821,906,1.96,1.41,207,23.1,candidate,2016
KIC-237323390,K2,350.42823,76.75055,14.04,3542,0.507,3.185,1804,1.0,2.38,401,48.0,candidate,2018
TIC-672525452,TESS,200.68052,18.02672,9.56,5134,0.721,125.191,93,3.96,0.66,235,64.2,candidate,2023
TIC-854434409,TESS,178.36773,87.03919,11.18,5358,1.001,88.033,286,3.83,1.73,515,37.1,candidate,2020
KIC-3100865,Kepler,150.35577,-73.56754,13.72,4773,0.745,23.063,821,1.89,2.5,483,35.7,false_positive,2010
TIC-346743043,TESS,348.13674,-56.50048,8.55,5959,0.956,13.148,391,,2.47,721,42.6,candidate,2024
TIC-747800140,TESS,119.26908,6.55581,10.68,6812,1.242,610.8,1070,14.52,4.92,273,41.6,candidate,2022
KIC-4191086,Kepler,297.12258,9.03212,8.0,5805,1.013,77.933,59,7.2,0.88,463,32.8,candidate,2011
KIC-227807420,K2,310.21388,-42.40813,10.61,5543,0.763,8.459,3109,2.68,5.01,661,50.3,candidate,2014
TIC-588413525,TESS,238.8881,51.63128,9.64,5098,0.748,9.359,342,3.24,1.53,593,45.1,candidate,2018
TIC-972769268,TESS,290.85232,-28.67566,12.33,5967,0.874,6.729,519,2.76,2.1,973,36.5,false_positive,2019
KIC-3503484,Kepler,225.87316,-52.49774,13.31,5501,1.056,25.543,2952,2.96,5.88,670,53.1,candidate,2018
KIC-12290157,Kepler,87.4242,-61.08212,10.68,4589,0.755,7.927,95,1.48,0.98,547,16.2,false_positive,2015
KIC-1341144,Kepler,94.61944,16.71534,10.77,6587,1.221,85.718,335,5.78,2.29,625,35.0,confirmed,2015
TIC-222825675,TESS,71.87035,57.62211,15.8,5456,1.149,4.163,98,2.38,1.12,1526,19.7,confirmed,2021
TIC-425204387,TESS,73.70576,-17.51144,10.86,3742,0.656,12.955,1252,1.81,2.47,314,63.5,confirmed,2021
KIC-10396816,Kepler,78.53868,-88.30106,14.09,6307,1.174,6.9,477,2.86,2.5,1320,33.1,false_positive,2012
KIC-224225188,K2,43.2127,61.51066,17.26,3966,0.755,39.488,1025,3.18,3.02,309,47.0,candidate,2016
KIC-8779548,Kepler,183.12015,33.20173,14.24,3352,0.587,66.73,177,4.42,0.75,200,34.4,candidate,2014
KIC-8035769,Kepler,176.83191,-6.85787,12.27,5066,0.788,52.341,50,4.06,0.5,316,35.0,candidate,2017
KIC-12193755,Kepler,99.31101,36.60382,11.8,6574,1.297,20.107,343,3.94,2.67,1264,24.5,candidate,2011
KIC-8643168,Kepler,36.72512,86.79396,10.33,3908,0.731,2.378,757,1.08,2.03,904,34.2,candidate,2018
TIC-299454086,TESS,192.76838,13.91756,17.75,3032,0.493,29.48,1448,1.7,2.08,200,32.3,candidate,2019
KIC-12641160,Kepler,80.03402,-65.7296,9.94,5745,1.121,14.636,605,4.95,3.44,1060,49.7,confirmed,2016
KIC-10867692,Kepler,65.10169,40.38387,16.98,5779,0.878,6.819,123,2.46,1.0,916,21.3,confirmed,2011
TIC-413811466,TESS,201.94103,39.10957,16.49,3266,0.457,12.319,50000,1.46,11.4,200,83.6,confirmed,2024
KIC-241315099,K2,165.72061,-34.47591,12.7,5179,0.908,2.727,109,1.19,0.96,1190,42.2,candidate,2015
KIC-4065434,Kepler,307.81926,-60.5467,9.08,4458,0.965,2.192,1094,1.36,4.04,1032,40.0,confirmed,2018
TIC-362273162,TESS,211.45953,6.06993,12.04,6203,1.137,17.497,20242,4.03,17.0,682,94.7,confirmed,2020
